id,name,aliases,languages,category,subcategory,kind,maturity,status,first_release,license,organization,repository,website,summary_ja,problem_ja,tags,verification_level
vue,Vue,Vue.js,JavaScript|TypeScript,frontend-framework,progressive UI framework,framework,deep,active,2014,MIT,Vue core team / community,https://github.com/vuejs/core,https://vuejs.org/,標準 HTML/CSS/JavaScript に近い template、reactivity、component を持ち、library から full framework まで段階的に採用できる UI framework。,AngularJS の統合性と React の component 指向の間で、導入しやすく、反応性を明示しやすい UI 開発体験を提供する。,reactivity|sfc|composition-api|progressive|compiler,official-reviewed
yew,Yew,,Rust,frontend-framework,Rust WebAssembly UI framework,framework,standard,active,2017,MIT OR Apache-2.0,,https://github.com/yewstack/yew,https://yew.rs/,component と virtual DOM を持つ Rust/WASM UI framework。,Rust で browser SPA を構築する。,frontend-framework|rust,catalog-reviewed
htmx,HTMX,,JavaScript,frontend-library,HTML over the wire library,framework,standard,active,2020,BSD-2-Clause,,https://github.com/bigskysoftware/htmx,https://htmx.org/,HTML attribute から HTTP request と DOM swap を行う library。,custom JavaScript/SPA state を減らし server-generated HTML で interaction を作る。,frontend-library|javascript,catalog-reviewed
lit,Lit,,TypeScript|JavaScript,frontend-library,Web Components framework,framework,standard,active,2018,BSD-3-Clause,,https://github.com/lit/lit,https://lit.dev/,標準 Custom Elements 上の小型 reactive component library。,framework-independent な reusable Web Component を効率的に作る。,frontend-library|typescript|javascript,catalog-reviewed
preact,Preact,,JavaScript|TypeScript,frontend-library,small React-like UI library,framework,standard,active,2015,MIT,,https://github.com/preactjs/preact,https://preactjs.com/,React-compatible API に近い小型 UI library。,component model を小さい bundle で提供する。,frontend-library|javascript|typescript,catalog-reviewed
react,React,,JavaScript|TypeScript,frontend-library,component UI library,library,deep,active,2013,MIT,React Foundation / community,https://github.com/facebook/react,https://react.dev/,component と declarative rendering で Web と native UI を構築するライブラリ。routing や data layer は別選択に残す。,大規模 UI で DOM 更新手順を直接管理せず、状態から画面を再計算し、独立した component を組み合わせられるようにする。,components|hooks|virtual-dom|server-components|ui,official-reviewed
babylon-js,Babylon.js,,TypeScript,game,Web 3D engine,framework,standard,active,2013,Apache-2.0,,https://github.com/BabylonJS/Babylon.js,https://www.babylonjs.com/,WebGL/WebGPU の 3D engine/framework。,browser 3D、game、visualization の rendering/scene/tooling を提供する。,game|typescript,catalog-reviewed
bevy,Bevy,,Rust,game,data-driven game engine,framework,standard,active,2020,MIT OR Apache-2.0,,https://github.com/bevyengine/bevy,https://bevyengine.org/,ECS と plugin を中心にした Rust game engine。,modular、data-oriented、safe な game/application engine を作る。,game|rust,catalog-reviewed
cocos2d-x,Cocos2d-x,,C++,game,2D game engine,framework,standard,active,2010,MIT,,https://github.com/cocos2d/cocos2d-x,https://www.cocos.com/en/cocos2d-x,cross-platform 2D game engine。,mobile/desktop game の scene、render、input、asset を統合する。,game|c++,catalog-reviewed
defold,Defold,,Lua|C++,game,game engine,framework,standard,active,2016,Defold license,,https://github.com/defold/defold,https://defold.com/,component、collection、editor、small runtime の game engine。,mobile/Web/desktop game を lightweight pipeline で制作する。,game|lua|c++,catalog-reviewed
ebitengine,Ebitengine,,Go,game,2D game engine/framework,framework,standard,active,2013,Apache-2.0,,https://github.com/hajimehoshi/ebiten,https://ebitengine.org/,Go の simple 2D game engine。,cross-platform loop、graphics、input、audio を Go API で提供する。,game|go,catalog-reviewed
flame,Flame,,Dart,game,Flutter game engine,framework,standard,active,2018,MIT,,https://github.com/flame-engine/flame,https://flame-engine.org/,Flutter 上の game loop、component、collision、input framework。,Flutter/Dart で 2D game を構築する。,game|dart,catalog-reviewed
godot,Godot,,C++|GDScript|C#,game,game engine,framework,standard,active,2014,MIT,,https://github.com/godotengine/godot,https://godotengine.org/,scene/node model、editor、2D/3D、scripting の open-source game engine。,game production の runtime、editor、asset pipeline を統合する。,game|c++|gdscript|c#,catalog-reviewed
libgdx,libGDX,,Java,game,cross-platform game framework,framework,standard,active,2009,Apache-2.0,,https://github.com/libgdx/libgdx,https://libgdx.com/,Java の 2D/3D cross-platform game framework。,desktop/mobile/Web game の low-level engine component を共有する。,game|java,catalog-reviewed
l-ve,LÖVE,,Lua,game,2D game framework,framework,standard,active,2008,Zlib,,https://github.com/love2d/love,https://love2d.org/,Lua の simple 2D game loop/framework。,少ない ceremony で cross-platform 2D game を作る。,game|lua,catalog-reviewed
mach,Mach,,Zig,game,game engine and graphics toolkit,framework,seed,unknown,,unknown,,https://github.com/hexops/mach,https://machengine.org/,Zig の modular game/graphics engine。,GitHub Topics から発見された。framework 本体、ecosystem component、application、誤分類のどれかを一次資料で判定する必要がある。,game|candidate,seed-unverified
macroquad,Macroquad,,Rust,game,simple game framework,framework,standard,active,2020,MIT OR Apache-2.0,,https://github.com/not-fl3/macroquad,https://macroquad.rs/,single API で 2D game loop、graphics、input を提供する Rust framework。,小さな cross-platform game/prototype を簡単に作る。,game|rust,catalog-reviewed
monogame,MonoGame,,C#,game,game framework,framework,standard,active,2009,Microsoft Public License,,https://github.com/MonoGame/MonoGame,https://monogame.net/,Microsoft XNA API lineage の cross-platform C# game framework。,explicit game loop と content pipeline を modern platform で維持する。,game|c#,catalog-reviewed
phaser,Phaser,,TypeScript|JavaScript,game,HTML5 game framework,framework,standard,active,2013,MIT,,https://github.com/phaserjs/phaser,https://phaser.io/,Canvas/WebGL の 2D browser game framework。,Web game loop、physics、input、asset を統合する。,game|typescript|javascript,catalog-reviewed
solar2d,Solar2D,,Lua,game,cross-platform game framework,framework,seed,unknown,,unknown,,https://github.com/coronalabs/corona,https://solar2d.com/,Lua の mobile/desktop 2D application framework。,GitHub Topics から発見された。framework 本体、ecosystem component、application、誤分類のどれかを一次資料で判定する必要がある。,game|core-framework,seed-unverified
three-js,Three.js,,JavaScript,game,Web 3D rendering library,framework,standard,active,2010,MIT,,https://github.com/mrdoob/three.js,https://threejs.org/,WebGL/WebGPU abstraction と scene graph の 3D library。,raw graphics API を扱わず browser 3D を構築する。,game|javascript,catalog-reviewed
unity,Unity,,C#,game,game engine,framework,standard,active,2005,proprietary,,,https://unity.com/,component GameObject、editor、cross-platform runtime の game engine。,2D/3D application を多 platform に制作・配布する。,game|c#,catalog-reviewed
unreal-engine,Unreal Engine,,C++|Blueprint,game,game engine,framework,standard,active,1998,proprietary source-available,,,https://www.unrealengine.com/,high-end 3D rendering、editor、network、physics、Blueprint の engine。,AAA game/visualization の production platform を提供する。,game|c++|blueprint,catalog-reviewed
analog,Analog,,TypeScript,meta-framework,Angular meta-framework,framework,standard,active,2023,MIT,,https://github.com/analogjs/analog,https://analogjs.org/,Vite/Nitro を利用する Angular full-stack meta-framework。,Angular に file routing、SSR/SSG、server API を提供する。,meta-framework|typescript,catalog-reviewed
astro,Astro,,TypeScript|JavaScript,meta-framework,content-focused web framework,framework,standard,active,2021,MIT,,https://github.com/withastro/astro,https://astro.build/,islands architecture と multi-framework component を持つ content Web framework。,静的/SSR content site の client JavaScript を必要部分に限定する。,meta-framework|typescript|javascript,catalog-reviewed
blitz-js,Blitz.js,,TypeScript,meta-framework,full-stack React toolkit,framework,standard,active,2020,MIT,,https://github.com/blitz-js/blitz,https://blitzjs.com/,Next.js ecosystem に auth、RPC、code scaffolding を加える toolkit。,Rails-like full-stack productivity を React/TypeScript に持ち込む。,meta-framework|typescript,catalog-reviewed
fresh,Fresh,,TypeScript,meta-framework,Deno full-stack web framework,framework,standard,active,2022,MIT,,https://github.com/denoland/fresh,https://fresh.deno.dev/,islands architecture と zero-by-default client JS の Deno framework。,server-rendered page に必要な部分だけ hydration する。,meta-framework|typescript,catalog-reviewed
gatsby,Gatsby,,JavaScript|TypeScript,meta-framework,React data-driven site framework,framework,standard,maintenance,2015,MIT,,https://github.com/gatsbyjs/gatsby,https://www.gatsbyjs.com/,React、GraphQL data layer、plugin ecosystem の site framework。,多数 source から build-time data graph を作り static site を生成する。,meta-framework|javascript|typescript,catalog-reviewed
next-js,Next.js,,JavaScript|TypeScript,meta-framework,React full-stack framework,framework,deep,active,2016,MIT,Vercel / community,https://github.com/vercel/next.js,https://nextjs.org/,React に file-based routing、server rendering、static generation、server functions、bundling、deployment conventions を加える full-stack meta-framework。,React 単体で未決定の routing、data fetching、SSR、code splitting、build、cache、deployment を一つの production path に統合する。,react|ssr|rsc|full-stack|meta-framework,official-reviewed
nuxt,Nuxt,Nuxt.js,JavaScript|TypeScript,meta-framework,Vue full-stack framework,framework,deep,active,2016,MIT,NuxtLabs / community,https://github.com/nuxt/nuxt,https://nuxt.com/,Vue に routing、SSR/SSG、server endpoints、auto-import、modules、deployment adapters を統合する full-stack meta-framework。,Vue application の routing、server rendering、build、data fetching、SEO、deployment の定型構成を標準化する。,vue|nitro|ssr|full-stack|meta-framework,official-reviewed
qwik-city,Qwik City,,TypeScript,meta-framework,Qwik meta-framework,framework,standard,active,2022,MIT,,https://github.com/QwikDev/qwik,https://qwik.dev/docs/qwikcity/,Qwik の resumability を routing/SSR に拡張する meta-framework。,初期 hydration cost を減らした full-stack Web app を作る。,meta-framework|typescript,catalog-reviewed
redwoodjs,RedwoodJS,,TypeScript,meta-framework,full-stack React framework,framework,standard,active,2020,MIT,,https://github.com/redwoodjs/redwood,https://redwoodjs.com/,React、GraphQL、Prisma、testing/deploy conventions を統合する full-stack framework。,startup/SaaS の end-to-end application architecture を一式提供する。,meta-framework|typescript,catalog-reviewed
remix,Remix,,TypeScript|JavaScript,meta-framework,Web Standards React framework,framework,standard,active,2021,MIT,,https://github.com/remix-run/react-router,https://remix.run/,nested routes と Web platform form/request model を重視する React framework lineage。,client/server data mutation と progressive enhancement を route 単位で統合する。,meta-framework|typescript|javascript,catalog-reviewed
solidstart,SolidStart,,TypeScript,meta-framework,Solid full-stack framework,framework,standard,active,2022,MIT,,https://github.com/solidjs/solid-start,https://start.solidjs.com/,Solid の fine-grained reactivity と server rendering/router を統合。,Solid application の full-stack data/router/deploy path を提供する。,meta-framework|typescript,catalog-reviewed
sveltekit,SvelteKit,,TypeScript|JavaScript,meta-framework,Svelte full-stack framework,framework,standard,active,2020,MIT,,https://github.com/sveltejs/kit,https://svelte.dev/docs/kit,Svelte の routing、SSR、forms、server endpoints、adapters を統合。,Svelte application の production architecture を標準化する。,meta-framework|typescript|javascript,catalog-reviewed
tanstack-start,TanStack Start,,TypeScript,meta-framework,full-stack React framework,framework,standard,active,2024,MIT,,https://github.com/TanStack/router,https://tanstack.com/start/,TanStack Router を基盤に server functions と full-stack rendering を提供。,type-safe routing/data と full-stack application を統合する。,meta-framework|typescript,catalog-reviewed
net-maui,.NET MAUI,,C#,mobile-desktop,cross-platform native UI,framework,standard,active,2022,MIT,,https://github.com/dotnet/maui,https://dotnet.microsoft.com/apps/maui,.NET の Android/iOS/macOS/Windows application framework。,Xamarin.Forms の後継として単一 project で native app を構築する。,mobile-desktop|c#,catalog-reviewed
avalonia,Avalonia,,C#,mobile-desktop,cross-platform desktop UI,framework,standard,active,2013,MIT,,https://github.com/AvaloniaUI/Avalonia,https://avaloniaui.net/,XAML と独自 renderer を持つ cross-platform .NET UI framework。,WPF 型 UI development を Linux/macOS/mobile/browser に広げる。,mobile-desktop|c#,catalog-reviewed
capacitor,Capacitor,,TypeScript|Java|Swift,mobile-desktop,native runtime for Web apps,framework,standard,active,2018,MIT,,https://github.com/ionic-team/capacitor,https://capacitorjs.com/,Web application を native container/API に接続する runtime。,既存 Web codebase を iOS/Android/PWA に配布する。,mobile-desktop|typescript|java|swift,catalog-reviewed
compose-multiplatform,Compose Multiplatform,,Kotlin,mobile-desktop,cross-platform declarative UI,framework,standard,active,2021,Apache-2.0,,https://github.com/JetBrains/compose-multiplatform,https://www.jetbrains.com/compose-multiplatform/,Compose model を Android/iOS/desktop/Web に展開する framework。,Kotlin UI code と architecture を platform 間で共有する。,mobile-desktop|kotlin,catalog-reviewed
dioxus,Dioxus,,Rust,mobile-desktop,cross-platform Rust UI framework,framework,standard,active,2021,MIT OR Apache-2.0,,https://github.com/DioxusLabs/dioxus,https://dioxuslabs.com/,React-like component model で Web/desktop/mobile/TUI を狙う Rust UI framework。,同じ Rust component model を複数 renderer に展開する。,mobile-desktop|rust,catalog-reviewed
egui,egui,,Rust,mobile-desktop,immediate mode GUI,framework,standard,active,2020,MIT OR Apache-2.0,,https://github.com/emilk/egui,https://www.egui.rs/,Rust の immediate-mode GUI framework。,tool/debug UI を少ない state synchronization で作る。,mobile-desktop|rust,catalog-reviewed
electron,Electron,,JavaScript|TypeScript|C++,mobile-desktop,desktop web runtime framework,framework,deep,active,2013,MIT,OpenJS Foundation / community,https://github.com/electron/electron,https://www.electronjs.org/,ChromiumとNode.jsを同梱し、Web技術でWindows/macOS/Linuxのdesktop applicationを構築するframework。,Web teamのskillsとecosystemを再利用し、platform別native UI実装の重複を減らす。,desktop|chromium|nodejs|webview,official-reviewed
expo,Expo,,TypeScript|JavaScript,mobile-desktop,React Native application framework,framework,standard,active,2015,MIT,,https://github.com/expo/expo,https://expo.dev/,React Native SDK、router、build/update tooling の application framework。,native setup、API、build、distribution の friction を減らす。,mobile-desktop|typescript|javascript,catalog-reviewed
fabulous,Fabulous,,F#,mobile-desktop,functional UI framework,framework,standard,active,2018,MIT,,https://github.com/fabulous-dev/Fabulous,https://fabulous.dev/,MVU architecture を .NET UI platform に適用する F# framework。,immutable model/update/view で cross-platform native UI を作る。,mobile-desktop|f#,catalog-reviewed
flutter,Flutter,,Dart,mobile-desktop,cross-platform UI application framework,framework,deep,active,2018,BSD-3-Clause,Google / community,https://github.com/flutter/flutter,https://flutter.dev/,Dart と独自 rendering engine/widget tree で Android、iOS、Web、desktop、embedded UI を共有する cross-platform application framework。,platform ごとに UI codebase と behavior を分けず、高い描画一貫性と hot reload を持つ製品開発を行う。,dart|mobile|desktop|web|widgets|cross-platform,official-reviewed
fyne,Fyne,,Go,mobile-desktop,cross-platform GUI toolkit,framework,standard,active,2018,BSD-3-Clause,,https://github.com/fyne-io/fyne,https://fyne.io/,Go の native-like cross-platform GUI toolkit。,単一 Go codebase で desktop/mobile GUI を作る。,mobile-desktop|go,catalog-reviewed
gio,Gio,,Go,mobile-desktop,immediate mode GUI,framework,standard,active,2018,Unlicense,,https://github.com/gioui/gio,https://gioui.org/,Go の immediate-mode cross-platform GUI framework。,retained widget framework と異なる明示的 frame rendering を提供する。,mobile-desktop|go,catalog-reviewed
gtk,GTK,,C,mobile-desktop,GUI toolkit,framework,standard,active,1998,LGPL-2.1,,https://gitlab.gnome.org/GNOME/gtk,https://www.gtk.org/,GNOME 系 cross-platform widget toolkit。,native desktop UI と accessibility/theme integration を提供する。,mobile-desktop|c,catalog-reviewed
iced,Iced,,Rust,mobile-desktop,cross-platform GUI,framework,standard,active,2019,MIT,,https://github.com/iced-rs/iced,https://iced.rs/,Elm-inspired cross-platform Rust GUI library。,type-safe message/update/view architecture で desktop UI を作る。,mobile-desktop|rust,catalog-reviewed
ionic-framework,Ionic Framework,,TypeScript|JavaScript,mobile-desktop,Web component mobile UI framework,framework,standard,active,2013,MIT,,https://github.com/ionic-team/ionic-framework,https://ionicframework.com/,Web Components と platform-style UI の hybrid mobile framework。,Web skill で mobile UI を作り Capacitor と native API に接続する。,mobile-desktop|typescript|javascript,catalog-reviewed
jetpack-compose,Jetpack Compose,,Kotlin,mobile-desktop,declarative Android UI framework,framework,standard,active,2021,Apache-2.0,,https://github.com/androidx/androidx,https://developer.android.com/compose,Kotlin compiler plugin と composable function の Android UI framework。,imperative View lifecycle を減らし state-driven native UI を作る。,mobile-desktop|kotlin,catalog-reviewed
juce,JUCE,,C++,mobile-desktop,audio application framework,framework,standard,active,2004,GPL/commercial,,https://github.com/juce-framework/JUCE,https://juce.com/,audio、plugin、GUI、DSP の cross-platform C++ framework。,DAW plugin と audio application の platform/API 差を統合する。,mobile-desktop|c++,catalog-reviewed
nativescript,NativeScript,,TypeScript|JavaScript,mobile-desktop,native mobile framework,framework,standard,active,2014,MIT,,https://github.com/NativeScript/NativeScript,https://nativescript.org/,JavaScript/TypeScript から native UI/API を直接使う mobile framework。,Web language skill で native app を構築する。,mobile-desktop|typescript|javascript,catalog-reviewed
qt,Qt,,C++|QML,mobile-desktop,cross-platform application framework,framework,standard,active,1995,LGPL/GPL/commercial,,https://github.com/qt/qt5,https://www.qt.io/,GUI、network、multimedia、QML、tooling の cross-platform framework。,desktop/embedded/mobile application の platform 差を抽象化する。,mobile-desktop|c++|qml,catalog-reviewed
react-native,React Native,,JavaScript|TypeScript,mobile-desktop,native mobile UI framework,framework,deep,active,2015,MIT,Meta / community,https://github.com/facebook/react-native,https://reactnative.dev/,React component model を用い、WebView ではなく platform native view を render する Android/iOS application framework。,Web と mobile で component skill と business logic を共有しつつ、native UI と platform API を利用する。,react|mobile|native|cross-platform,official-reviewed
slint,Slint,,Rust|C++,mobile-desktop,declarative UI toolkit,framework,standard,active,2020,GPL-3.0 OR commercial,,https://github.com/slint-ui/slint,https://slint.dev/,専用 declarative language と Rust/C++ integration の UI toolkit。,embedded から desktop まで lightweight declarative UI を提供する。,mobile-desktop|rust|c++,catalog-reviewed
swiftui,SwiftUI,,Swift,mobile-desktop,declarative Apple UI framework,framework,standard,active,2019,proprietary,,,https://developer.apple.com/xcode/swiftui/,declarative view tree と state/property wrappers の Apple platform UI framework。,iOS/macOS/watchOS/tvOS/visionOS UI を shared declarative model で作る。,mobile-desktop|swift,catalog-reviewed
tauri,Tauri,,Rust|JavaScript|TypeScript,mobile-desktop,webview desktop/mobile application framework,framework,deep,active,2022,MIT OR Apache-2.0,Tauri Programme within Commons Conservancy,https://github.com/tauri-apps/tauri,https://tauri.app/,system WebView と Rust backend を組み合わせ、Web frontend skill で小型・権限制御可能な desktop/mobile application を作る framework。,Electron の bundled browser と Node runtime による size/memory cost を抑えつつ、cross-platform desktop app と native capability を提供する。,rust|desktop|mobile|webview|security,official-reviewed
uikit,UIKit,,Swift|Objective-C,mobile-desktop,iOS native UI framework,framework,standard,active,2008,proprietary,,,https://developer.apple.com/documentation/uikit,iOS/iPadOS の retained-mode native UI framework。,platform-native view、controller、event、lifecycle を提供する。,mobile-desktop|swift|objective-c,catalog-reviewed
uno-platform,Uno Platform,,C#,mobile-desktop,cross-platform WinUI framework,framework,standard,active,2013,Apache-2.0,,https://github.com/unoplatform/uno,https://platform.uno/,WinUI API を multi-platform に展開する UI platform。,Windows UI skill と code を mobile/Web/desktop へ共有する。,mobile-desktop|c#,catalog-reviewed
wails,Wails,,Go|TypeScript,mobile-desktop,webview desktop framework,framework,standard,active,2019,MIT,,https://github.com/wailsapp/wails,https://wails.io/,Go backend と Web frontend を結ぶ desktop app framework。,Electron より軽い Go-based desktop application を作る。,mobile-desktop|go|typescript,catalog-reviewed
winui,WinUI,,C#|C++,mobile-desktop,Windows native UI,framework,standard,active,2018,MIT,,https://github.com/microsoft/microsoft-ui-xaml,https://learn.microsoft.com/windows/apps/winui/,Windows App SDK の modern native UI framework。,Windows desktop の最新 UI と lifecycle を統一する。,mobile-desktop|c#|c++,catalog-reviewed
wpf,WPF,,C#,mobile-desktop,Windows desktop UI,framework,standard,active,2006,MIT,,https://github.com/dotnet/wpf,https://learn.microsoft.com/dotnet/desktop/wpf/,XAML、binding、retained-mode graphics の Windows desktop framework。,rich client UI を declarative markup と MVVM で構築する。,mobile-desktop|c#,catalog-reviewed
wxwidgets,wxWidgets,,C++,mobile-desktop,native widget toolkit,framework,standard,active,1992,wxWindows Library Licence,,https://github.com/wxWidgets/wxWidgets,https://www.wxwidgets.org/,各 OS native control を使う cross-platform C++ GUI framework。,一つの C++ API で native-looking desktop application を作る。,mobile-desktop|c++,catalog-reviewed
asuswrt-merlin-ng,asuswrt-merlin.ng,,C,network-product,router firmware,framework,seed,unknown,,unknown,,https://github.com/RMerl/asuswrt-merlin.ng,https://www.asuswrt-merlin.net/,ASUS router firmware。,GitHub Topics から発見された。framework 本体、ecosystem component、application、誤分類のどれかを一次資料で判定する必要がある。,network-product|network-product,seed-unverified
esp-wifi-repeater,esp_wifi_repeater,,C,network-product,ESP8266 router/repeater firmware,framework,seed,unknown,,unknown,,https://github.com/martin-ger/esp_wifi_repeater,https://github.com/martin-ger/esp_wifi_repeater,ESP8266 NAT router/repeater firmware。,GitHub Topics から発見された。framework 本体、ecosystem component、application、誤分類のどれかを一次資料で判定する必要がある。,network-product|network-product,seed-unverified
istoreos,iStoreOS,,C,network-product,router/NAS operating system,framework,seed,unknown,,unknown,,https://github.com/istoreos/istoreos,https://github.com/istoreos/istoreos,OpenWrt-based router/NAS OS。,GitHub Topics から発見された。framework 本体、ecosystem component、application、誤分類のどれかを一次資料で判定する必要がある。,network-product|network-product,seed-unverified
lantern,Lantern,,Dart,network-product,VPN/circumvention application,framework,seed,unknown,,unknown,,https://github.com/getlantern/lantern,https://lantern.io/,VPN/censorship circumvention product。,GitHub Topics から発見された。framework 本体、ecosystem component、application、誤分類のどれかを一次資料で判定する必要がある。,network-product|network-product,seed-unverified
raspap,RaspAP,,PHP,network-product,wireless router management application,framework,seed,unknown,,unknown,,https://github.com/RaspAP/raspap-webgui,https://raspap.com/,Debian/Raspberry Pi wireless router Web UI。,GitHub Topics から発見された。framework 本体、ecosystem component、application、誤分類のどれかを一次資料で判定する必要がある。,network-product|application,seed-unverified
activityrouter,ActivityRouter,,Java,router,Android URL router,framework-adjacent,seed,unknown,,unknown,,https://github.com/mzule/ActivityRouter,https://github.com/mzule/ActivityRouter,URL から Android Activity/method へ routing する library。,GitHub Topics から発見された。framework 本体、ecosystem component、application、誤分類のどれかを一次資料で判定する必要がある。,router|ecosystem-component,seed-unverified
arouter,ARouter,,Java,router,Android component routing framework,framework-adjacent,seed,unknown,,unknown,,https://github.com/alibaba/ARouter,https://github.com/alibaba/ARouter,Android componentization の navigation、DI、interceptor framework。,GitHub Topics から発見された。framework 本体、ecosystem component、application、誤分類のどれかを一次資料で判定する必要がある。,router|ecosystem-component,seed-unverified
barba-js,Barba.js,,TypeScript,router,page transition library,framework-adjacent,seed,unknown,,unknown,,https://github.com/barbajs/barba,https://barba.js.org/,server-rendered page 間の transition/prefetch library。,GitHub Topics から発見された。framework 本体、ecosystem component、application、誤分類のどれかを一次資料で判定する必要がある。,router|ecosystem-component,seed-unverified
chi,chi,go-chi/chi,Go,router,idiomatic composable HTTP router,framework,deep,active,2015,MIT,go-chi community,https://github.com/go-chi/chi,https://go-chi.io/,Go の標準 net/http Handler interface を維持しながら、軽量で composable な routing と middleware を提供する router。,framework 固有 Context に閉じず、標準 library と互換なまま route grouping、URL parameter、middleware composition を使う。,go|net-http|router|composable,official-reviewed
fluro,Fluro,,Dart,router,Flutter routing library,framework-adjacent,seed,unknown,,unknown,,https://github.com/lukepighetti/fluro,https://github.com/lukepighetti/fluro,wildcard/named parameter を持つ Flutter router。,GitHub Topics から発見された。framework 本体、ecosystem component、application、誤分類のどれかを一次資料で判定する必要がある。,router|ecosystem-component,seed-unverified
gorilla-mux,Gorilla Mux,,Go,router,HTTP router,framework-adjacent,standard,active,2012,BSD-3-Clause,,https://github.com/gorilla/mux,https://github.com/gorilla/mux,URL matching、variables、subrouters を持つ net/http router。,標準 Handler と互換な柔軟 routing を提供する。,router|go,catalog-reviewed
httprouter,httprouter,,Go,router,radix tree HTTP router,framework-adjacent,standard,active,2013,BSD-3-Clause,,https://github.com/julienschmidt/httprouter,https://github.com/julienschmidt/httprouter,高性能で allocation を抑えた Go HTTP request router。,大量 route の高速 path matching を提供する。,router|go,catalog-reviewed
navigo,Navigo,,TypeScript,router,vanilla JavaScript router,framework-adjacent,seed,unknown,,unknown,,https://github.com/krasimir/navigo,https://github.com/krasimir/navigo,vanilla JS の小型 client-side router。,GitHub Topics から発見された。framework 本体、ecosystem component、application、誤分類のどれかを一次資料で判定する必要がある。,router|ecosystem-component,seed-unverified
path-to-regexp,path-to-regexp,,TypeScript,router,route path parser,framework-adjacent,standard,active,2012,MIT,,https://github.com/pillarjs/path-to-regexp,https://github.com/pillarjs/path-to-regexp,route path pattern を RegExp と parameter function に変換する utility。,Express 等 router の path matching 基盤を再利用可能にする。,router|typescript,catalog-reviewed
react-router,React Router,,TypeScript|JavaScript,router,React routing and full-stack framework,framework-adjacent,standard,active,2014,MIT,,https://github.com/remix-run/react-router,https://reactrouter.com/,React routing library から server-capable framework mode まで提供。,URL、nested UI、data loading/action を route tree に統合する。,router|typescript|javascript,catalog-reviewed
reitit,Reitit,,Clojure|ClojureScript,router,data-driven router,framework-adjacent,standard,active,2018,EPL-2.0,,https://github.com/metosin/reitit,https://cljdoc.org/d/metosin/reitit/,route tree を data として扱う fast router。,routing、coercion、OpenAPI、frontend/backend を同じ data model で構成する。,router|clojure|clojurescript,catalog-reviewed
single-spa,single-spa,,JavaScript,router,microfrontend framework,framework-adjacent,standard,active,2018,MIT,,https://github.com/single-spa/single-spa,https://single-spa.js.org/,複数 frontend framework/application を URL と lifecycle で統合する。,独立 deployment する microfrontend の composition を管理する。,router|javascript,catalog-reviewed
skipper,Skipper,,Go,router,HTTP router and reverse proxy,framework-adjacent,seed,unknown,,unknown,,https://github.com/zalando/skipper,https://opensource.zalando.com/skipper/,service composition/Kubernetes ingress 向け HTTP router/proxy。,GitHub Topics から発見された。framework 本体、ecosystem component、application、誤分類のどれかを一次資料で判定する必要がある。,router|ecosystem-component,seed-unverified
swup,swup,,TypeScript,router,page transition framework,framework-adjacent,seed,unknown,,unknown,,https://github.com/swup/swup,https://swup.js.org/,server-rendered website の page replacement/transition framework。,GitHub Topics から発見された。framework 本体、ecosystem component、application、誤分類のどれかを一次資料で判定する必要がある。,router|ecosystem-component,seed-unverified
symfony-routing,Symfony Routing,,PHP,router,routing component,framework-adjacent,seed,unknown,,unknown,,https://github.com/symfony/routing,https://symfony.com/doc/current/routing.html,HTTP request を route configuration に対応付ける Symfony component。,GitHub Topics から発見された。framework 本体、ecosystem component、application、誤分類のどれかを一次資料で判定する必要がある。,router|ecosystem-component,seed-unverified
tanstack-router,TanStack Router,,TypeScript,router,type-safe client/server router,framework-adjacent,standard,active,2022,MIT,,https://github.com/TanStack/router,https://tanstack.com/router/,search params を含む end-to-end type-safe router/full-stack foundation。,URL state と route data の型安全を強化する。,router|typescript,catalog-reviewed
ui-router,UI-Router,,TypeScript,router,state-based AngularJS router,framework-adjacent,standard,maintenance,2013,MIT,,https://github.com/angular-ui/ui-router,https://ui-router.github.io/,nested state/view を中心にした AngularJS routing framework。,URL だけでなく UI state tree と transition を管理する。,router|typescript,catalog-reviewed
voyager,Voyager,,Kotlin,router,Compose Multiplatform navigation,framework-adjacent,seed,unknown,,unknown,,https://github.com/adrielcafe/voyager,https://voyager.adriel.cafe/,Compose Multiplatform の screen stack/navigation library。,GitHub Topics から発見された。framework 本体、ecosystem component、application、誤分類のどれかを一次資料で判定する必要がある。,router|ecosystem-component,seed-unverified
vue-router,Vue Router,,TypeScript|JavaScript,router,Vue official router,framework-adjacent,standard,active,2014,MIT,,https://github.com/vuejs/router,https://router.vuejs.org/,Vue component tree と URL/nested route を統合する official router。,SPA navigation、guard、data/lifecycle を Vue と結ぶ。,router|typescript|javascript,catalog-reviewed
wouter,wouter,,TypeScript,router,minimal React router,framework-adjacent,standard,active,2019,Unlicense,,https://github.com/molefrog/wouter,https://github.com/molefrog/wouter,React/Preact 向け小型 zero-dependency router。,単純 SPA routing を最小 bundle で提供する。,router|typescript,catalog-reviewed
nitro,Nitro,,TypeScript,runtime,multi-runtime server toolkit,framework-adjacent,standard,active,2021,MIT,,https://github.com/nitrojs/nitro,https://nitro.build/,portable server output と storage/route abstraction の toolkit。,Node、serverless、edge 向け output 差を吸収する。,runtime|lineage,catalog-reviewed
